코스명,산이름,유형설명,최고고도_m,누적상승_m,편도거리_km,총거리_km,예상시간_분,예상시간,출발_lat,출발_lon,도착_lat,도착_lon,난이도,세부난이도,난이도점수,관광인프라점수,주차장_접근성점수,정류장_접근성점수,코스수,가중치,매력종합점수,전망,힐링,사진,등산로,성취감,계절매력,특출매력,특출점수,주차장거리_m,정류장거리_m,위치,주차장명,정류장명,Cluster
강천산_05,강천산,등하산_횡단,599.1,883.6589999999992,10.15,10.15,274,4시간 34분,35.413231,127.075313,35.392913,127.045664,중급,중급3,229.48,5.1,10,10.0,5,0.4472135954999579,7.3,7.6,7.6,7.2,6.9,6.9,8.0,계절매력,8.0,145.0,10.6,전라북도 순창군,강천산군립공원 주차장,강천산,4
계룡산_01,계룡산,편도_등산,799.6,2026.805999999999,5.63,11.26,473,7시간 53분,36.371937,127.257895,36.361424,127.210292,최상급,최상급3,457.56,6.4,5,10.0,5,0.4472135954999579,7.3,7.9,7.4,7.2,6.4,7.1,7.7,전망,7.9,818.0,218.9,대전광역시 충청남도,공영주차장,박정자(갑사/신원사 방면),4
계룡산_02,계룡산,등하산_원점회귀,790.0,766.1279999999999,8.22,8.22,234,3시간 54분,36.357841,127.236819,36.357426,127.23595,중급,중급1,192.29,6.1,10,10.0,5,0.4472135954999579,7.3,7.9,7.4,7.2,6.4,7.1,7.7,전망,7.9,193.0,250.9,대전광역시 충청남도,계룡산국립공원 동학사주차장,동학사,4
계룡산_03,계룡산,등하산_원점회귀,766.2,814.8269999999999,7.79,7.79,232,3시간 52분,36.368753,127.180794,36.364784,127.187594,중급,중급1,193.05,5.4,10,10.0,5,0.4472135954999579,7.3,7.9,7.4,7.2,6.4,7.1,7.7,전망,7.9,249.0,227.2,대전광역시 충청남도,계룡산국립공원 갑사제2주차장,갑사,4
계룡산_04,계룡산,편도_등산,779.0,1093.0,3.84,7.69,279,4시간 39분,36.369663,127.181148,36.361536,127.210658,상급,상급2,277.68,5.2,10,10.0,5,0.4472135954999579,7.3,7.9,7.4,7.2,6.4,7.1,7.7,전망,7.9,165.0,149.3,대전광역시 충청남도,계룡산국립공원 갑사제2주차장,갑사,4
계룡산_05,계룡산,편도_등산,642.0,879.0,3.12,6.23,225,3시간 45분,36.357908,127.236841,36.362771,127.213909,중급,중급3,224.14,6.2,10,10.0,5,0.4472135954999579,7.3,7.9,7.4,7.2,6.4,7.1,7.7,전망,7.9,188.0,244.9,대전광역시 충청남도,계룡산국립공원 동학사주차장,동학사,4
계방산_01,계방산,편도_등산,1600.8,818.7539999999999,4.71,9.42,264,4시간 24분,37.691085,128.469273,37.728268,128.46543,중급,중급2,212.8,4.5,10,0.0,2,0.7071067811865475,7.6,8.1,7.2,7.9,6.6,7.0,9.0,계절매력,9.0,19.0,5318.4,강원도 홍천군,계방산 대형주차장,운두종점,0
계방산_02,계방산,편도_등산,1576.0,493.63499999999976,4.06,8.11,196,3시간 16분,37.707455,128.444432,37.728333,128.465577,초급,초급1,127.76,3.9,10,0.0,2,0.7071067811865475,7.6,8.1,7.2,7.9,6.6,7.0,9.0,계절매력,9.0,10.0,2499.7,강원도 홍천군,운두령쉼터 주차장,운두종점,0
공작산_01,공작산,등하산_횡단,922.9,535.8160000000003,8.17,8.17,204,3시간 24분,37.685076,128.026234,37.696378,128.023368,초급,초급1,133.6,4.1,8,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,667.0,22.0,강원도 홍천군,공작산지주차장,공작동,4
공작산_02,공작산,등하산_횡단,908.3,813.4709999999998,12.82,12.82,307,5시간 07분,37.732487,127.95444,37.685202,128.026177,중급,중급2,206.2,4.6,2,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,1766.0,20.3,강원도 홍천군,화촌공설운동장주차장,굴운저수지,4
공작산_03,공작산,등하산_횡단,885.0,722.1540000000002,13.91,13.91,315,5시간 15분,37.732512,127.954347,37.753756,128.000708,중급,중급2,202.38,4.8,2,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,1766.0,13.1,강원도 홍천군,화촌공설운동장주차장,굴운저수지,4
공작산_04,공작산,등하산_원점회귀,589.0,427.179,6.77,6.77,164,2시간 44분,37.694936,127.954867,37.697896,127.955353,초급,초급1,108.59,5.3,10,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,121.0,141.9,강원도 홍천군,수타사지구 2주차장,수타사,4
공작산_05,공작산,등하산_횡단,832.7,510.326,5.98,5.98,148,2시간 28분,37.670535,127.999391,37.679267,127.998618,초급,초급1,133.86,4.3,0,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,,11.6,강원도 홍천군,,노현,4
공작산_06,공작산,등하산_횡단,910.7,580.0740000000001,12.84,12.84,289,4시간 49분,37.685099,128.02618,37.739438,127.940584,초급,초급3,174.26,4.5,8,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,663.0,23.3,강원도 홍천군,공작산지주차장,공작동,4
공작산_07,공작산,등하산_횡단,385.6,177.08799999999988,11.16,11.16,199,3시간 19분,37.670578,127.999028,37.694984,127.954647,입문,입문,89.77,4.9,0,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,,12.0,강원도 홍천군,,노현,4
공작산_08,공작산,등하산_횡단,807.9,618.333,10.44,10.44,242,4시간 02분,37.732642,127.954177,37.721837,127.987515,초급,초급3,162.23,4.9,2,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,1755.0,18.6,강원도 홍천군,화촌공설운동장주차장,굴운저수지,4
공작산_09,공작산,등하산_원점회귀,558.0,377.7730000000001,8.96,8.96,189,3시간 09분,37.732563,127.954056,37.725676,127.965451,초급,초급1,117.48,5.0,2,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,1766.0,8.1,강원도 홍천군,화촌공설운동장주차장,굴운저수지,4
공작산_10,공작산,등하산_횡단,586.0,397.113,11.53,11.53,233,3시간 53분,37.732536,127.954288,37.694903,127.954652,초급,초급1,136.63,5.2,2,10.0,10,0.3162277660168379,7.0,6.9,7.8,7.0,6.7,6.6,7.5,힐링,7.8,1764.0,10.6,강원도 홍천군,화촌공설운동장주차장,굴운저수지,4
관악산_01,관악산,등하산_원점회귀,643.9,1055.3140000000003,8.73,8.73,296,4시간 56분,37.425484,126.989253,37.428234,126.991245,중급,중급3,232.57,6.6,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,196.0,20.1,서울특별시 관악구,KB국민은행 공영주차장,(임시)정부과천청사역6번출구,3
관악산_02,관악산,등하산_횡단,636.2,613.1560000000004,6.78,6.78,202,3시간 22분,37.447211,126.949907,37.476015,126.981168,초급,초급2,156.23,7.3,2,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,1841.0,10.6,서울특별시 관악구,관악 제2구민운동장 주차장,건설환경종합연구소,3
관악산_03,관악산,등하산_횡단,657.4,620.262,10.0,10.0,241,4시간 01분,37.476163,126.971194,37.468352,126.94615,초급,초급2,159.03,7.3,8,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,542.0,146.2,서울특별시 관악구,남현동 거주자우선주차장,엔지니어링회관,3
관악산_04,관악산,등하산_횡단,516.4,467.3480000000001,9.52,9.52,211,3시간 31분,37.386006,126.906682,37.372265,126.927146,초급,초급1,134.69,7.1,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,177.0,16.5,서울특별시 관악구,병목안시민공원 대형주차장,병목안삼거리,3
관악산_05,관악산,등하산_횡단,626.7,739.5640000000003,6.37,6.37,201,3시간 21분,37.427989,126.990712,37.45404,126.953828,초급,초급3,166.31,6.9,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,75.0,24.7,서울특별시 관악구,소방서 뒤 노상 공영 주차장,정부과천청사역10번출구.시민회관,3
관악산_06,관악산,등하산_횡단,540.3,633.5330000000005,9.14,9.14,233,3시간 53분,37.408147,126.959999,37.419076,126.909326,초급,초급2,153.65,7.1,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,216.0,28.1,서울특별시 관악구,관양1동 공영주차장,관양고등학교,3
관악산_07,관악산,등하산_횡단,576.5,688.7569999999998,7.12,7.12,210,3시간 30분,37.428156,126.991262,37.44955,126.994126,초급,초급3,169.68,6.8,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,66.0,41.7,서울특별시 관악구,중앙빌딩 노상공영주차장,과천소방서(마을),3
관악산_08,관악산,등하산_횡단,645.3,783.6749999999995,7.71,7.71,227,3시간 47분,37.468401,126.945312,37.456012,126.955205,중급,중급1,188.35,7.2,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,37.0,151.7,서울특별시 관악구,으뜸공원휴게소 주차장,관악산입구.관악아트홀중앙도서관,3
관악산_09,관악산,등하산_횡단,545.4,738.9430000000009,7.66,7.66,224,3시간 44분,37.475834,126.98116,37.431896,126.994689,중급,중급1,182.3,7.2,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,119.0,37.0,서울특별시 관악구,나이스파크 우리은행 사당역지점 주차장,사당역4번출구,3
관악산_10,관악산,등하산_횡단,556.1,650.3700000000002,8.43,8.43,224,3시간 44분,37.42631,126.988845,37.418589,126.920536,중급,중급1,179.41,6.9,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,176.0,100.0,서울특별시 관악구,KB국민은행 공영주차장,정부과천청사역3번출구,3
관악산_11,관악산,등하산_횡단,638.3,774.2660000000003,7.43,7.43,219,3시간 39분,37.468328,126.946343,37.44726,126.950031,중급,중급1,183.78,7.1,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,128.0,75.9,서울특별시 관악구,으뜸공원휴게소 주차장,관악산입구.관악아트홀중앙도서관,3
관악산_12,관악산,등하산_횡단,573.2,702.9979999999996,8.71,8.71,235,3시간 55분,37.410882,126.968545,37.468247,126.946193,중급,중급1,189.61,7.2,8,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,457.0,4.9,서울특별시 관악구,동편마을지하 노외주차장,동편마을1단지,3
관악산_13,관악산,등하산_횡단,515.6,642.5230000000006,8.84,8.84,229,3시간 49분,37.468338,126.945937,37.416158,126.916209,초급,초급2,152.18,7.2,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,93.0,101.5,서울특별시 관악구,으뜸공원휴게소 주차장,관악산입구.관악아트홀중앙도서관,3
관악산_14,관악산,등하산_횡단,505.0,709.3239999999992,10.76,10.76,267,4시간 27분,37.43417,126.902797,37.418942,126.909445,초급,초급3,176.41,7.0,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,90.0,24.2,서울특별시 관악구,석수역 우측공영주차장,석수역(마을),3
관악산_15,관악산,등하산_횡단,517.7,874.3319999999994,22.07,22.07,464,7시간 44분,37.328198,126.91617,37.302304,126.866935,상급,상급3,280.49,6.9,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,208.0,92.9,서울특별시 관악구,대야제4공영주차장,대야도서관,3
관악산_16,관악산,등하산_횡단,267.7,320.89799999999974,11.06,11.06,213,3시간 33분,37.47498,126.97102,37.433875,126.906953,초급,초급1,120.29,7.2,8,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,453.0,200.2,서울특별시 관악구,봉천11동주차장,엔지니어링회관,3
관악산_17,관악산,등하산_횡단,214.9,417.092,14.06,14.06,272,4시간 32분,37.434158,126.903464,37.425622,126.989308,초급,초급2,154.63,6.9,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,137.0,59.7,서울특별시 관악구,석수역 좌측공영주차장,석수역(마을),3
관악산_18,관악산,등하산_횡단,172.0,210.287,11.59,11.59,206,3시간 26분,37.420882,126.969826,37.476665,126.970992,입문,입문,99.69,7.2,5,5.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,1180.0,878.8,서울특별시 관악구,찬우물2공영노외주차장,(임시)지식산업단지,3
관악산_19,관악산,등하산_횡단,227.4,443.6510000000003,7.76,7.76,182,3시간 02분,37.469434,127.038562,37.475071,126.981983,초급,초급1,118.48,7.7,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,29.0,66.4,서울특별시 관악구,양재시민의숲 매헌역 공영주차장,매헌시민의숲(중),3
관악산_20,관악산,등하산_횡단,461.9,340.7829999999998,9.93,9.93,193,3시간 13분,37.357272,126.93364,37.335488,126.907523,초급,초급1,117.46,6.9,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,114.0,66.1,서울특별시 관악구,산본역 동관주차장,산본역,3
관악산_21,관악산,등하산_횡단,495.5,511.289,10.99,10.99,240,4시간 00분,37.384861,126.935024,37.386036,126.906928,초급,초급2,151.36,7.2,10,10.0,21,0.2182178902359924,6.9,7.4,6.6,7.1,6.3,7.1,7.2,전망,7.4,135.0,21.9,서울특별시 관악구,명학역노외공영주차장,명학역,3
구병산_01,구병산,등하산_원점회귀,897.8,642.6429999999999,8.25,8.25,223,3시간 43분,36.446385,127.865642,36.44953,127.863836,초급,초급3,176.43,4.3,10,10.0,1,1.0,7.2,7.9,7.0,7.3,5.7,7.5,8.0,계절매력,8.0,196.0,40.3,경상북도 상주신,구병산관광지 주차장,적암리앞,0
금산_01,금산,등하산_원점회귀,727.4,798.317,7.7,7.7,234,3시간 54분,34.739771,127.983826,34.739543,127.984132,중급,중급1,189.98,5.8,10,5.0,1,1.0,7.7,8.9,7.4,8.2,7.1,7.0,7.6,전망,8.9,21.0,945.3,경상남도 남해군,금산탐방지원센터 주차장,신보탄,2
금수산_01,금수산,등하산_원점회귀,1039.6,1183.4219999999998,7.09,7.09,281,4시간 41분,36.964717,128.240149,36.970616,128.241557,상급,상급2,277.44,4.8,10,10.0,6,0.4082482904638631,7.4,8.0,7.0,7.6,6.5,7.6,7.7,전망,8.0,25.0,76.3,충청북도 제천시,상천주차장,상천휴게소,2
금수산_02,금수산,등하산_원점회귀,1040.5,830.0749999999997,5.03,5.03,197,3시간 17분,36.975663,128.27493,36.978895,128.269381,중급,중급1,195.71,4.3,10,8.0,6,0.4082482904638631,7.4,8.0,7.0,7.6,6.5,7.6,7.7,전망,8.0,58.0,564.3,충청북도 제천시,상학주차장,심학주차장,2
금수산_03,금수산,등하산_원점회귀,1040.9,1111.1420000000005,12.92,12.92,354,5시간 54분,36.986597,128.197014,36.986352,128.197009,상급,상급3,290.32,5.5,2,10.0,6,0.4082482904638631,7.4,8.0,7.0,7.6,6.5,7.6,7.7,전망,8.0,1724.0,109.4,충청북도 제천시,정방사 주차장,정방사,5
금수산_04,금수산,편도_등산,609.1,756.465,3.37,6.74,215,3시간 35분,36.948905,128.232149,36.954489,128.257238,초급,초급3,173.02,4.9,10,5.0,6,0.4082482904638631,7.4,8.0,7.0,7.6,6.5,7.6,7.7,전망,8.0,31.0,1019.5,충청북도 제천시,주차장,괴곡,2
금수산_05,금수산,편도_등산,607.8,816.5160000000005,2.99,5.98,212,3시간 32분,36.965052,128.239376,36.954576,128.256979,중급,중급2,211.64,4.8,10,10.0,6,0.4082482904638631,7.4,8.0,7.0,7.6,6.5,7.6,7.7,전망,8.0,54.0,4.6,충청북도 제천시,상천주차장,상천휴게소,2
금수산_06,금수산,편도_등산,393.3,295.1940000000002,2.83,5.65,129,2시간 09분,36.930702,128.235132,36.937462,128.247065,입문,입문,82.46,4.6,10,8.0,6,0.4082482904638631,7.4,8.0,7.0,7.6,6.5,7.6,7.7,전망,8.0,9.0,643.8,충청북도 제천시,옥순봉구담봉주차장,벌말,2
금오산_01,금오산,등하산_원점회귀,1001.6,867.669,9.09,9.09,266,4시간 26분,36.111772,128.314033,36.11144,128.312937,중급,중급2,215.19,6.7,10,10.0,15,0.2581988897471611,7.2,7.8,7.0,7.5,6.6,6.9,7.5,전망,7.8,43.0,91.7,경상북도 구미시,금오산 제2주차장,금오산출발,3
금오산_02,금오산,등하산_횡단,994.7,696.2429999999999,6.43,6.43,204,3시간 24분,36.100932,128.32093,36.113035,128.315077,초급,초급2,162.13,6.7,10,2.0,15,0.2581988897471611,7.2,7.8,7.0,7.5,6.6,6.9,7.5,전망,7.8,38.0,1280.4,경상북도 구미시,주차장,시영아파트,3
금오산_03,금오산,등하산_원점회귀,1001.1,724.024,6.62,6.62,206,3시간 26분,36.067919,128.297178,36.069257,128.296356,초급,초급3,167.75,5.4,10,8.0,15,0.2581988897471611,7.2,7.8,7.0,7.5,6.6,6.9,7.5,전망,7.8,70.0,753.2,경상북도 구미시,금오동천공영주차장,지경,3
금오산_04,금오산,등하산_원점회귀,868.9,691.212,9.19,9.19,241,4시간 01분,36.119788,128.309067,36.119645,128.311928,중급,중급1,193.12,6.5,10,5.0,15,0.2581988897471611,7.2,7.8,7.0,7.5,6.6,6.9,7.5,전망,7.8,114.0,862.2,경상북도 구미시,경상북도환경연수원 제2주차장,자연학습원입구,3
금오산_05,금오산,등하산_횡단,274.2,174.11499999999998,6.98,6.98,129,2시간 09분,36.120307,128.338328,36.113644,128.315677,입문,입문,70.39,6.8,8,10.0,15,0.2581988897471611,7.2,7.8,7.0,7.5,6.6,6.9,7.5,전망,7.8,515.0,85.8,경상북도 구미시,구미시청 주차장,형곡금호어울림건너,3
금오산_06,금오산,등하산_원점회귀,1001.8,768.6069999999999,6.99,6.99,219,3시간 39분,36.09439,128.271511,36.095764,128.275603,초급,초급3,177.6,5.1,0,5.0,15,0.2581988897471611,7.2,7.8,7.0,7.5,6.6,6.9,7.5,전망,7.8,,1078.7,경상북도 구미시,,갈항종점,5
